58.926,-0.000964679,-0.00140568,0.00121274
59.029,-0.001742,-0.00336813,0.00195881
59.133,-0.00112789,-0.00433396,0.00277759
59.238,-0.000796157,-0.00535208,0.00496935
59.343,-0.000661494,-0.00534708,0.0054022
59.448,-0.0003032,-0.0039416,0.00372109
59.552,-0.000514771,-0.00317864,0.00198582
59.657,-0.000409498,-0.00282352,0.00261147
59.761,0.000351521,-0.00201244,0.00456047
59.866,0.000713208,-0.0016183,0.0049901
59.97,0.000436019,-0.00195442,0.00369875
60.073,-0.000688821,-0.00239812,0.00173788
60.178,-0.00213464,-0.002704,0.000738409
60.282,-0.00231114,-0.0020956,0.000950559
60.386,-0.00183872,-0.00113568,0.0002704
60.49,-0.00124384,-0.0016224,0.00105456
60.595,-0.000933444,-0.00310325,0.00346025
60.699,-0.00116792,-0.00293852,0.00275131
60.804,-0.00106889,-0.00136814,0.0004074
60.909,-0.0012403,-0.00148836,0.000440996
61.014,-0.000937117,-0.000468558,0.00184667
61.118,-2.83393e-05,0.00276458,0.0019851
61.222,-0.000594881,0.0025688,0.000892322
61.327,-0.00156423,-0.000500843,-0.000717406
61.43,-0.00171342,-0.00527005,-0.00266721
61.535,-0.000644179,-0.00950666,-0.00646744
61.638,-4.84131e-05,-0.00394155,-0.00881094
61.743,-0.00214408,0.00717224,-0.00589496
61.848,-8.26868e-05,0.0102256,0.00474071
61.952,0.00461344,0.00677221,0.009874
62.057,0.0057327,0.00463231,-0.000118892
62.161,0.00881478,0.00215461,-0.00141568
62.266,0.011325,-0.000443095,0.00264993
62.371,0.00780012,0.00121274,-0.00405165
62.475,0.00261975,0.00399256,-0.00393379
62.579,-0.000784161,0.00278513,0.00286625
62.683,-0.00140608,0.00181168,0.00373153
62.787,-0.00143312,0.00124384,0.0010816
62.892,-0.00106601,0.000522896,0.000882517
62.995,-2.5736e-06,0.00181179,0.00219237
63.1,-0.00124293,0.00374874,0.00176636
63.204,-0.0025818,0.00524082,-0.000887904
63.309,-0.00042919,0.00479506,-0.00139256
63.414,0.00157113,0.00358329,0.000606415
63.518,0.000737385,0.00542444,-0.000264401
63.624,-0.000111828,0.0080172,-0.000656667
63.727,-0.000294067,0.00929348,0.00109438
63.832,-0.000271425,0.0113085,0.00194013
63.936,-0.000325,0.0106566,0.00317382
64.039,-0.000665644,0.00511038,0.00439634
64.144,0.00124807,-0.00191108,0.00384044
64.247,0.00353204,-0.00407638,0.000239888
64.353,0.00230229,-0.00219548,-0.00355874
64.457,0.00170986,0.00172292,-0.00442326
64.562,0.00243959,0.00438907,-0.00201863
64.667,-0.000303283,0.00239793,0.0048513
64.771,-0.00304144,-0.000458155,0.00883284
64.876,-0.00345619,-0.00233663,0.0038732
64.98,-0.00412664,-0.00380187,-0.00230193
65.084,-0.00456961,-0.00197393,-0.00446142
65.188,-0.00419136,0.00186589,-0.00465104
65.292,-0.00343398,0.00156833,0.000756909
65.396,-0.00194692,-0.00167659,0.00973492
65.501,0.000418611,-0.00257609,0.00834001
65.605,0.00209126,-0.00298442,-0.00190657
65.71,0.00131196,-0.00301288,-0.0061966
65.814,0.00175928,-0.00068585,-0.00540793
65.92,0.00244056,-0.000680958,-0.000791968
66.024,0.000339519,-0.00212844,0.00657834
66.128,-0.000108186,-0.00140606,0.00562427
66.233,-0.000223951,-0.00134774,0.000101797
66.336,-0.00205296,-0.000576572,-0.00258699
66.441,-0.00275449,0.00230644,-0.00365727
66.545,-0.00271559,0.000855723,0.00144304
66.649,-0.00265001,-0.00440778,0.00949152
66.753,0.000162143,-0.00648939,0.00659775
66.859,0.00382248,-0.00516493,-0.00604605
66.962,0.0039932,-0.00212513,-0.0104393
67.067,0.00349662,0.0022629,-0.00515293
67.172,0.00190179,0.00190183,0.00272841
67.276,-0.00162226,-0.00316856,0.00844334
67.382,-0.00260829,-0.00545349,0.00793776
67.485,-0.00129854,-0.00484884,0.000823082
67.59,-0.00172843,-0.00257468,-0.00742895
67.694,-0.00309517,-0.000354641,-0.00808177
67.798,-0.00321766,-0.000675954,0.000432407
67.902,-0.00286635,-0.00354246,0.00978898
68.005,-0.000544161,-0.00726794,0.00788693
68.111,0.00314805,-0.00793002,-0.00372061
68.215,0.00396225,-0.00411883,-0.00901751
68.32,0.00298732,-0.000157719,-0.00437116
68.425,0.00101988,0.000413464,0.00369361
68.529,-0.00230007,-0.00365223,0.00947451
68.634,-0.00425184,-0.0087043,0.00730599
68.739,-0.0029491,-0.00953623,-0.000909361
68.842,-0.00226999,-0.00620722,-0.00628307
68.946,-0.00290593,-0.00225186,-0.00534499
69.051,-0.00227382,-0.00137583,0.000346898
69.154,-0.000837647,-0.00333629,0.00794093
69.259,0.00154413,-0.0047795,0.00685524
69.363,0.00317838,-0.00645889,-0.00156088
69.468,0.00221684,-0.00798234,-0.00193433
69.572,0.0013574,-0.00617534,-0.000401644
69.677,0.0015635,-0.0037268,-0.000653611
69.781,0.000250674,-0.00312325,0.00224573
69.885,-0.00216332,-0.00557054,0.00416432
69.99,-0.0040906,-0.00938812,0.00257062
70.094,-0.00451167,-0.00973211,-0.000347162
70.198,-0.00413698,-0.00697614,-0.00132492
70.302,-0.00370461,-0.00500258,0.00143327
70.406,-0.00148722,-0.0051374,0.00392066
70.51,-5.4098e-05,-0.00616538,-5.42289e-05
70.615,-0.00129299,-0.00616851,-0.0047484
70.72,-0.00129544,-0.00383123,-0.00170879
70.823,0.000260559,-0.00150532,0.00253808
70.929,0.00136135,1.35423e-05,0.00135757
71.033,0.00131348,0.000982239,-0.000437304
71.138,0.000574091,0.000739212,0.000883907
71.242,8.18997e-05,0.000380628,0.00176769
71.346,-0.000567883,-0.000324516,-0.000892439
71.45,-0.00105453,-0.000675987,-0.00232539
71.554,-0.000703057,-0.000270406,0.000405684
71.658,-0.000892272,0.00075706,0.00213609
71.762,-0.00116276,0.00197401,0.00129794
71.867,-0.00131821,0.00136708,0.000300299
71.972,-0.0016538,0.00113012,0.000165386
72.076,-0.000981225,0.00195538,0.000326028
72.181,-0.000439442,0.00158842,0.000632392
72.285,-0.000786818,0.00116774,0.000680469
72.39,-0.000794301,0.0012064,0.000604243
72.495,-0.000303187,0.00101984,0.000744207
72.599,-8.1376e-05,0.000626327,0.000436013
72.704,0.000110786,0.000329185,0.000219721
72.808,0.000271952,0.00056937,0.00040688
72.911,-7.85528e-05,0.000587377,0.00114312
73.016,-0.00104363,-0.00016902,0.00169149
73.12,-0.00130601,-0.000408983,-0.000262942
